718.4835718803012,-188.99908584189066,308.08362091303644,719.1726089291463,-189.59501556902887,-20.00066947937,719.1726089291463,-189.59501556902887,306.9882175747205,1.0123412930651499E-4,0.016275556835889313
718.4835718803012,-188.99908584189066,308.08362091303644,719.1676821374601,-189.59248979379888,-20.00066947937,719.1676821374601,-189.59248979379888,306.9917805901655,1.0057245795989837E-4,2.184303905380911E-11
718.4835718803012,-188.99908584189066,308.08362091303644,718.7323748415945,-189.4814435995524,-20.00066947937,718.7323748415945,-189.4814435995524,306.519860194937,2.0654345792804648E-4,3.8142033926958734E-7
718.4835718803012,-188.99908584189066,308.08362091303644,717.0714821718274,-189.0634160245888,-20.00066947937,717.0714821718274,-189.0634160245888,304.7963972956937,9.235939092680467E-4,5.138574759027063E-6
718.4835718803012,-188.99908584189066,308.08362091303644,715.2649255901433,-188.6040886666077,-20.00066947937,715.2649255901433,-188.6040886666077,302.9389511648542,0.0022983506101721582,6.037708437897634E-6
718.4835718803012,-188.99908584189066,308.08362091303644,713.3220210165224,-188.04595869721115,-20.00066947937,713.3220210165224,-188.04595869721115,300.92601626529495,0.004529457214885241,7.180007161475136E-6
718.4835718803012,-188.99908584189066,308.08362091303644,712.1737471420829,-187.69859967971178,-20.00066947937,712.1737471420829,-187.69859967971178,299.73676414335375,0.006226705431320992,2.5173840915303814E-6
718.4835718803012,-188.99908584189066,308.08362091303644,711.5456322265811,-187.53286550641175,-20.00066947937,711.5456322265811,-187.53286550641175,299.1034473267132,0.007249818219354422,7.158456006027681E-7
718.4835718803012,-188.99908584189066,308.08362091303644,710.9154611754208,-187.36577888084184,-20.00066947937,710.9154611754208,-187.36577888084184,298.47187424694573,0.008354462267442972,7.148283027080602E-7
718.4835718803012,-188.99908584189066,308.08362091303644,709.254943028308,-186.9298035349404,-20.00066947937,709.254943028308,-186.9298035349404,296.8162039687445,0.011660527535575399,4.9797121733221325E-6
